patch	name	type	partial_mask	partial	block_addr	region_off	fine	set	vsel_addr	vel_splits	set_idx_per_velzone
149	 Folk Accordion 	00	55	3	05B5B5	3B5B5	51	05	07742E	7F/7F/7F	227/227/227/227
150	 Bigband Brass  	20	01	0	05B66C	3B66C	38	00	077121	7F/7F/7F	157/157/157/157
151	 Marching Brass 	20	01	0	05B723	3B723	39	00	077137	7F/7F/7F	159/159/159/159
152	 Brass & Synth  	20	15	0	05B7DA	3B7DA	38	00	077121	7F/7F/7F	157/157/157/157
152	 Brass & Synth  	20	15	1	05B82B	3B82B	38	00	077121	7F/7F/7F	157/157/157/157
152	 Brass & Synth  	20	15	2	05B87C	3B87C	3C	01	0771A5	7F/7F/7F	168/168/168/168
153	  Octave Brass  	20	15	0	05B933	3B933	38	00	077121	7F/7F/7F	157/157/157/157
153	  Octave Brass  	20	15	1	05B984	3B984	38	00	077121	7F/7F/7F	157/157/157/157
153	  Octave Brass  	20	15	2	05B9D5	3B9D5	30	00	07705B	7F/7F/7F	139/139/139/139
154	  Octave Horns  	20	15	0	05BA8C	3BA8C	3B	00	077184	7F/7F/7F	166/166/166/166
154	  Octave Horns  	20	15	1	05BADD	3BADD	30	00	07705B	7F/7F/7F	139/139/139/139
154	  Octave Horns  	20	15	2	05BB2E	3BB2E	38	00	077121	7F/7F/7F	157/157/157/157
155	 Synth Brass 1  	20	05	0	05BBE5	3BBE5	78	00	077801	7F/7F/7F	317/317/317/317
155	 Synth Brass 1  	20	05	1	05BC36	3BC36	78	00	077801	7F/7F/7F	317/317/317/317
156	 Synth Brass 2  	20	05	0	05BCED	3BCED	3C	01	0771A5	7F/7F/7F	168/168/168/168
156	 Synth Brass 2  	20	05	1	05BD3E	3BD3E	76	00	077788	7F/7F/7F	306/306/306/306
157	    Trumpet     	20	01	0	05BDF5	3BDF5	30	00	07705B	7F/7F/7F	139/139/139/139
158	  Solo Trumpet  	20	01	0	05BEAC	3BEAC	30	02	07707C	7F/7F/7F	141/141/141/141
159	Orchest.Trumpet 	20	01	0	05BF63	3BF63	30	01	077071	7F/7F/7F	140/140/140/140
160	Harmon Mute Tpt 	20	01	0	05C01A	3C01A	32	00	077087	7F/7F/7F	143/143/143/143
161	StraightMuteTpt 	20	01	0	05C0D1	3C0D1	32	01	077092	7F/7F/7F	144/144/144/144
162	  Flugel Horn   	20	01	0	05C188	3C188	33	00	07709D	7F/7F/7F	145/145/145/145
